,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
130,6692,楊桃,香根牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-021b_1.jpg,,,,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0933,0
131,6765,楊桃,腐皮牛肉丸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk73-019_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-183,0
132,6774,楊桃,蔥爆牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-055_1.jpg,,,,6,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-065,0
133,6897,楊桃,山藥牛肉菜飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn49-015_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0862,0
134,6937,楊桃,黑胡椒牛肉丼,https://d3l76hx23vw40a.cloudfront.net/recipe/ck83-024_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0640,0
135,6959,楊桃,檸檬嫩牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/sogo-110_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-076,0
136,6992,楊桃,沙茶牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-036a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0536,0
137,6995,楊桃,蕈菇炒牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk162-025b_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0741,0
138,7007,楊桃,長豆肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk052-086b_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2723,3
139,7096,楊桃,沙茶牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy61-029_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0798,0
140,7107,楊桃,黑椒牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk061-102b_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1045,0
141,7132,楊桃,沙茶石頭火鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk093-035b_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1114,0
142,7137,楊桃,醬爆牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/yq21-007_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0403,0
143,7161,楊桃,酸菜牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-034a_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0530,0
144,7168,楊桃,蕃茄洋蔥牛燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk062-060a_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1037,2
145,7180,楊桃,椒麻鐵板牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn07-010_1.jpg,,,,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0566,1
146,7233,楊桃,黑胡椒牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-033_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0551,0
147,7247,楊桃,牛肉卷(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk78a-028b_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-242,1
148,7307,楊桃,洋蔥炒牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk192-028_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0850,0
149,7382,楊桃,茄子壽喜燒,https://d3l76hx23vw40a.cloudfront.net/recipe/ck60-025_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0294,0
150,7438,楊桃,白果牛肉粥,https://d3l76hx23vw40a.cloudfront.net/recipe/whk075-049a_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1069,2
151,7463,楊桃,沙茶牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk59-023a_1.jpg,,,,12,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-145,0
152,7478,楊桃,乾炒牛河(1),https://d3l76hx23vw40a.cloudfront.net/recipe/hq28-010_1.jpg,,,,14,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-293,0
153,7491,楊桃,牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-102_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-203,0
154,7518,楊桃,滑蛋牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk192-025a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0847,0
155,7523,楊桃,五香烤牛肉捲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk75-028_1.jpg,,,,9,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-224,0
156,7549,楊桃,牛骨高湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk71-007_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-133,0
157,7550,楊桃,西芹炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/m1107_1.jpg,,,,13,11,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0927,0
158,7580,楊桃,牛肉炒芹菜,https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-025_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0764,1
159,7597,楊桃,炒牛肉鬆,https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-024_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0763,0
160,7623,楊桃,蠔油鮑魚菇牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk112-034_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0445,0
161,7636,楊桃,沙茶金菇牛肉煲,https://d3l76hx23vw40a.cloudfront.net/recipe/ck74-027b_1.jpg,,,,17,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0560,0
162,7691,楊桃,紅酒牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-046a_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0455,0
163,7711,楊桃,滑蛋牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-100b_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1001,0
164,7736,楊桃,水煮牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk214-018_1.jpg,,,,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0955,0
165,7737,楊桃,沙茶烤肉土司夾,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn30-044_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0845,0
166,7757,楊桃,酸辣牛肉燉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn076-025b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0960,0
167,7784,楊桃,咖哩牛肉丸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk169-019b_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0744,0
168,7823,楊桃,沙茶牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-040b_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-371,0
169,7844,楊桃,蔥爆牛肉(13),https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-023_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0762,0
170,7845,楊桃,泡菜紫米牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn68-024a_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0883,0
171,7861,楊桃,滷白菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk95-029a_1.jpg,,,,3,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-193,0
172,7890,楊桃,滑蛋牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk053-089b_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1013,0
173,7895,楊桃,辣味牛肉乾(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-032_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1125,1
174,7962,楊桃,蠔油牛肉(10),https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-020a_1.jpg,,,,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1164,0
175,7986,楊桃,黑椒牛肉燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-103a_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1160,0
176,8003,楊桃,豉汁青椒牛肉絲煲,https://d3l76hx23vw40a.cloudfront.net/recipe/ck74-028_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0562,0
177,8107,楊桃,用調理機 做牛肉丸,https://d3l76hx23vw40a.cloudfront.net/recipe/m721_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0914,0
178,8114,楊桃,韭黃牛肉餛飩餡,https://d3l76hx23vw40a.cloudfront.net/recipe/hq14-020_1.jpg,,,,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-289,0
179,8136,楊桃,酸辣麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-080b_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1303,0
180,8142,楊桃,蠔油牛肉(5),https://d3l76hx23vw40a.cloudfront.net/recipe/bk146-046a_1.jpg,,,,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0674,0
181,8155,楊桃,青椒牛肉炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-005_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0724,0
182,8208,楊桃,蘋果牛肉燉煮,https://d3l76hx23vw40a.cloudfront.net/recipe/can-re25_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-045,0
183,8212,楊桃,蠔油牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn13-027_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0576,0
184,8239,楊桃,蠔油牛肉菜飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn49-017_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0863,0
185,8249,楊桃,韭黃炒牛肉絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk162-019a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0738,0
186,8299,楊桃,蔥爆牛肉(15),https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-017b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0833,0
187,8376,楊桃,五彩牛柳(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy47-045_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0756,0
188,8436,楊桃,蠔油牛肉(8),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-018_1.jpg,,,,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0929,0
189,8561,楊桃,牛肉西芹炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn076-045a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0964,0
190,8602,楊桃,干炒牛河,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-090_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1023,0
191,8638,楊桃,天麻川芎燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk45-085b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-397,0
192,8651,楊桃,蘆筍牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-019_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1079,0
193,8654,楊桃,牛肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/gy32-065_1.jpg,,,,3,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0736,0
194,8667,楊桃,京醬牛肉醬,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn56-028_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0877,0
195,8670,楊桃,麻辣牛肉麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-025_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0514,0
196,8699,楊桃,宮保牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-015_1.jpg,,,,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0928,0
197,8718,楊桃,蕃茄牛肉絲泡麵,https://d3l76hx23vw40a.cloudfront.net/recipe/noodle-150_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-087,1
198,8719,楊桃,奶油鐵板牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-027_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-261,0
199,8722,楊桃,牛肉炒麵(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-097_1.jpg,,,,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1024,0
200,8874,楊桃,白灼牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/gg22-010a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0670,0
201,8883,楊桃,沙茶涼麵醬,https://d3l76hx23vw40a.cloudfront.net/recipe/bk171-013b_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-1283,1
202,8900,楊桃,何首玉竹牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk45-085a_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-396,0
203,8904,楊桃,香蔥蒜片牛肉粒,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn67-024_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0886,0
204,8910,楊桃,醋溜牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-014_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-245,0
205,8951,楊桃,青椒牛肉炒飯(2),https://d3l76hx23vw40a.cloudfront.net/recipe/ck67-014_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0508,0
206,9013,楊桃,紅燒牛肉麵(2),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0501,0
207,9024,楊桃,豉椒炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk92-040_1.jpg,,,,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-331,0
208,9034,楊桃,蠔油牛肉煲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk80-012_1.jpg,,,,14,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-285,0
209,9042,楊桃,沙茶青椒牛肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-092b_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1157,0
210,9084,楊桃,酸菜牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-034b_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0531,0
211,9175,楊桃,沙茶牛肉空心菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk122-022_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0344,0
212,9181,楊桃,照燒牛肉塊烤肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk75-030_1.jpg,,,,6,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-226,1
213,9195,楊桃,香椿牛肉滑蛋燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn52-039b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0874,0
214,9242,楊桃,青椒牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-009_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-386,0
215,9289,楊桃,水煮牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-097_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1079,0
216,9301,楊桃,蔥爆牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/yq35-010_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0407,0
217,9317,楊桃,牛雜火鍋(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-046b_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-283,0
218,9347,楊桃,干煸蜜汁牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-033_1.jpg,,,,5,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-268,0
219,9412,楊桃,蠔油牛肉(7),https://d3l76hx23vw40a.cloudfront.net/recipe/m1062_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0921,0
220,9421,楊桃,白灼牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk083-099_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1148,2
221,9437,楊桃,麻辣牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-099a_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0998,0
222,9498,楊桃,涼瓜牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-039a_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0724,0
223,9584,楊桃,嫩薑炒牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk099-069b_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1187,8
224,9598,楊桃,煮汁牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-037a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0538,0
225,9618,楊桃,霜降牛肉蚌麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck91-018_1.jpg,,,,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0669,0
226,9630,楊桃,杏鮑菇炒牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk094-087a_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1135,0
227,9739,楊桃,馬鈴薯燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk37-039c_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-305,0
228,9764,楊桃,胡椒牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-035b_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0533,0
229,9769,楊桃,宮保牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yq21-013_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0405,0
230,9786,楊桃,養生牛肉鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn35-018_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0834,0
231,9798,楊桃,牛肉炒芹菜(1),https://d3l76hx23vw40a.cloudfront.net/recipe/m731_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0915,1
232,9835,楊桃,沙茶牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-015_1.jpg,,,,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-369,0
233,9867,楊桃,松子牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/dry-054_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-066,0
234,9871,楊桃,秋葵炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/sauce-71b_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-040,0
235,9898,楊桃,乾煸牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-058b_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0784,0
236,9905,楊桃,西芹牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-017a_1.jpg,,,,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0832,0
237,9931,楊桃,沙茶牛肉煲飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk80-015b_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-286,0
238,9971,楊桃,辣椒牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/yq21-008_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0404,0
239,9984,楊桃,香椿牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk202-020_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0943,0
240,9987,楊桃,彩椒牛柳飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy61-028_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0797,0
241,10005,楊桃,川味麻辣醬(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn56-025b_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0876,0
242,10009,楊桃,蔥爆牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk41-014d_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-094,0
243,10030,楊桃,鳳梨牛肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-051,0
244,10140,楊桃,XO醬牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-021a_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0826,0
245,10168,楊桃,滑蛋牛肉(3),https://d3l76hx23vw40a.cloudfront.net/recipe/m1074_1.jpg,,,,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0924,0
246,10197,楊桃,咖哩牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-028_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0519,0
247,10218,楊桃,蔥爆牛肉煲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn50-024a_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0868,0
248,10247,楊桃,泰式生牛肉拌飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk20-088b_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-142,0
249,10294,楊桃,百合蓮子炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,15,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-002,0
250,10302,楊桃,銀芽牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk061-097_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1041,0
251,10304,楊桃,宮保牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-068a_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-350,0
252,10320,楊桃,滑蛋牛肉片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy54-027_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0778,0
253,10327,楊桃,沙茶牛肉麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-036b_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0537,0
254,10393,楊桃,香蒜牛柳粒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-025_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-258,0
255,10475,楊桃,超下飯香根牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/m616_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0909,0
256,10481,楊桃,鮮牛肉炆伊麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-034b_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0721,0
257,10523,楊桃,乾燒牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk192-024b_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0846,0
258,10530,楊桃,蔥爆牛肉(5),https://d3l76hx23vw40a.cloudfront.net/recipe/bk111-033_1.jpg,,,,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0439,0
259,10538,楊桃,沙茶黑椒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn23-020_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0664,0
260,10565,楊桃,壽喜鍋(2),https://d3l76hx23vw40a.cloudfront.net/recipe/m804_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0917,0
261,10591,楊桃,白灼牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk111-035b_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0442,0
